1 http://dbpedia.org/resource/Easy_Rider 4 964982495
1 http://dbpedia.org/resource/What_About_Bob%3F 4 964981220
1 http://dbpedia.org/resource/Charlotte's_Web_(1973_film) 5 964982791
1 http://dbpedia.org/resource/The_Black_Cauldron_(film) 5 964982903
1 http://dbpedia.org/resource/Dogma_(film) 5 964981208
1 http://dbpedia.org/resource/Full_Metal_Jacket 5 964981909
1 http://dbpedia.org/resource/Fantasia 5 964982703
1 http://dbpedia.org/resource/The_NeverEnding_Story_(film) 5 964981710
1 http://dbpedia.org/resource/Spaceballs 5 964983762
1 http://dbpedia.org/resource/Best_Men 4 964980875
1 http://dbpedia.org/resource/Sleeping_Beauty_(1959_film) 4 964982838
1 http://dbpedia.org/resource/The_Matrix_(franchise) 5 964981888
1 http://dbpedia.org/resource/Bottle_Rocket 5 964980868
1 http://dbpedia.org/resource/Beetlejuice 4 964981680
1 http://dbpedia.org/resource/Groundhog_Day_(film) 4 964983599
1 http://dbpedia.org/resource/Howard_the_Duck_(film) 4 964982620
1 http://dbpedia.org/resource/Mad_Max 5 964983737
1 http://dbpedia.org/resource/Scream_3 5 964983536
1 http://dbpedia.org/resource/The_Thin_Red_Line_(1998_film) 5 964982242
1 http://dbpedia.org/resource/Enemy_of_the_State_(film) 5 964983861
1 http://dbpedia.org/resource/Rushmore_(film) 5 964981093
1 http://dbpedia.org/resource/Gladiator_(2000_film) 5 964980668
1 http://dbpedia.org/resource/Superman_II 5 964982620
1 http://dbpedia.org/resource/The_Ghost_and_Mrs._Muir 4 964983614
1 http://dbpedia.org/resource/James_and_the_Giant_Peach_(film) 5 964982838
1 http://dbpedia.org/resource/Who_Framed_Roger_Rabbit 5 964982495
1 http://dbpedia.org/resource/Return_of_the_Jedi 5 964980499
1 http://dbpedia.org/resource/Ghosts_of_the_Abyss 4 964982513
1 http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade 5 964981909
1 http://dbpedia.org/resource/The_Big_Lebowski 5 964981125
1 http://dbpedia.org/resource/The_Secret_of_NIMH_2:_Timmy_to_the_Rescue 5 964982791
1 http://dbpedia.org/resource/The_Man_with_the_Golden_Gun_(film) 4 964982271
1 http://dbpedia.org/resource/Alien_(film) 4 964981855
1 http://dbpedia.org/resource/Excalibur_(film) 5 964981680
1 http://dbpedia.org/resource/Ghostbusters 5 964983414
1 http://dbpedia.org/resource/Forrest_Gump 4 964980962
1 http://dbpedia.org/resource/Braveheart_(1925_film) 4 964982176
1 http://dbpedia.org/resource/Lock,_Stock_and_Two_Smoking_Barrels 5 964981265
1 http://dbpedia.org/resource/20_Dates 4 965719662
1 http://dbpedia.org/resource/The_Three_Caballeros 5 964982876
1 http://dbpedia.org/resource/Canadian_Bacon 5 964984100
1 http://dbpedia.org/resource/The_Rock_(film) 4 964982400
1 http://dbpedia.org/resource/Goodfellas 5 964982951
1 http://dbpedia.org/resource/JFK_(film) 5 964983484
1 http://dbpedia.org/resource/Rocky 5 964982176
1 http://dbpedia.org/resource/Road_Trip_(film) 4 964980683
1 http://dbpedia.org/resource/Being_John_Malkovich 4 964980896
